SucursalId,NombreSucursal,Direccion,LocalidadId,ProvinciaId,CodigoPostal,EstadoSucursalId,Email,Telefono,FechaApertura,Latitud,Longitud,CreatedAt,UpdatedAt,IsDeleted
163,Sucursal FOR-0163,Calle 3163,81,16,6993,1,sucursal163@empresa.local,+54 433 306647,2024-04-14,-39.358386,-67.752932,2024-04-14,2025-10-15,0
164,Sucursal LA -0164,Calle 9880,100,21,7367,1,sucursal164@empresa.local,+54 725 511612,2025-10-16,-35.215849,-66.041507,2025-10-16,2026-03-25,0
165,Sucursal CAT-0165,Calle 9769,94,19,2388,1,sucursal165@empresa.local,+54 788 240454,2026-04-13,-43.978056,-68.228545,2026-04-13,2026-05-21,0
166,Sucursal BUE-0166,Calle 6464,5,1,7852,1,sucursal166@empresa.local,+54 710 244564,2024-05-24,-35.606207,-64.539224,2024-05-24,2025-10-29,0
167,Sucursal SAN-0167,Calle 2938,21,3,3733,1,sucursal167@empresa.local,+54 601 402865,2025-10-22,-49.510511,-66.7084,2025-10-22,2026-06-17,0
168,Sucursal CÓR-0168,Calle 8039,19,2,3236,1,sucursal168@empresa.local,+54 299 954815,2025-01-02,-41.713786,-61.768358,2025-01-02,2025-01-11,0
169,Sucursal MEN-0169,Calle 7372,32,4,9006,1,sucursal169@empresa.local,+54 271 186686,2025-05-18,-35.90727,-57.082382,2025-05-18,2025-12-16,0
170,Sucursal BUE-0170,Calle 4829,9,1,3755,1,sucursal170@empresa.local,+54 899 579536,2024-08-18,-35.899185,-57.549047,2024-08-18,2026-02-19,0
171,Sucursal SAN-0171,Calle 4489,21,3,9898,1,sucursal171@empresa.local,+54 943 484682,2025-08-09,-36.654612,-57.864275,2025-08-09,2025-10-06,0
172,Sucursal SAN-0172,Calle 1777,64,12,5055,1,sucursal172@empresa.local,+54 404 133796,2024-08-11,-39.608565,-66.02846,2024-08-11,2025-10-20,0
173,Sucursal CHU-0173,Calle 3538,84,17,6744,1,sucursal173@empresa.local,+54 981 845279,2024-04-30,-34.471622,-64.436659,2024-04-30,2024-12-28,0
174,Sucursal MEN-0174,Calle 1072,29,4,6747,3,sucursal174@empresa.local,+54 645 394739,2026-04-13,-34.900554,-69.632453,2026-04-13,2026-05-09,0
175,Sucursal CAB-0175,Calle 8528,116,24,2560,1,sucursal175@empresa.local,+54 238 886530,2025-08-09,-28.857886,-54.624626,2025-08-09,2025-12-23,0
176,Sucursal CAB-0176,Calle 2274,117,24,5090,3,sucursal176@empresa.local,+54 249 845951,2024-05-09,-43.692905,-68.048905,2024-05-09,2026-04-27,0
177,Sucursal CAT-0177,Calle 4502,94,19,7786,1,sucursal177@empresa.local,+54 484 573947,2024-05-25,-51.583479,-57.108027,2024-05-25,2026-01-06,0
178,Sucursal JUJ-0178,Calle 6146,67,13,8449,1,sucursal178@empresa.local,+54 599 443187,2026-02-06,-35.377423,-55.621845,2026-02-06,2026-04-18,0
179,Sucursal LA -0179,Calle 5969,95,20,2037,1,sucursal179@empresa.local,+54 914 660384,2025-04-14,-41.273092,-53.637428,2025-04-14,2026-03-05,0
180,Sucursal SAN-0180,Calle 5633,87,18,9967,1,sucursal180@empresa.local,+54 691 236937,2024-11-26,-35.883452,-63.293242,2024-11-26,2025-09-12,0
181,Sucursal CÓR-0181,Calle 1731,14,2,8529,1,sucursal181@empresa.local,+54 116 230272,2024-02-19,-24.258148,-69.84033,2024-02-19,2024-04-06,0
182,Sucursal CÓR-0182,Calle 2261,19,2,5945,2,sucursal182@empresa.local,+54 262 387330,2025-03-14,-51.01312,-65.791292,2025-03-14,2025-06-25,1
183,Sucursal MEN-0183,Calle 5105,33,4,4836,1,sucursal183@empresa.local,+54 539 787326,2024-02-23,-51.081626,-71.096326,2024-02-23,2025-04-03,0
184,Sucursal BUE-0184,Calle 8610,9,1,8291,1,sucursal184@empresa.local,+54 109 108454,2025-08-30,-31.740893,-56.657819,2025-08-30,2025-12-23,0
185,Sucursal CAB-0185,Calle 1260,117,24,4751,1,sucursal185@empresa.local,+54 492 193670,2024-05-15,-30.615572,-70.951457,2024-05-15,2025-09-16,0
186,Sucursal CÓR-0186,Calle 2281,13,2,3340,2,sucursal186@empresa.local,+54 170 656278,2024-05-20,-35.974681,-60.793615,2024-05-20,2025-06-15,1
187,Sucursal CÓR-0187,Calle 6845,15,2,8248,1,sucursal187@empresa.local,+54 980 327797,2026-02-05,-51.225983,-70.990698,2026-02-05,2026-03-15,0
188,Sucursal SAN-0188,Calle 7135,61,11,6152,1,sucursal188@empresa.local,+54 910 246622,2025-01-28,-46.070836,-60.107589,2025-01-28,2026-01-22,0
189,Sucursal BUE-0189,Calle 4768,10,1,1439,1,sucursal189@empresa.local,+54 968 988217,2026-01-08,-32.931028,-66.967013,2026-01-08,2026-06-12,0
190,Sucursal SAN-0190,Calle 4942,23,3,1894,1,sucursal190@empresa.local,+54 902 932336,2026-02-04,-23.450512,-63.102246,2026-02-04,2026-05-15,0
191,Sucursal BUE-0191,Calle 8755,5,1,1197,1,sucursal191@empresa.local,+54 469 431845,2025-08-31,-49.776548,-55.78372,2025-08-31,2025-10-06,0
192,Sucursal SAN-0192,Calle 7817,26,3,2195,1,sucursal192@empresa.local,+54 117 715895,2025-11-30,-51.838958,-67.756294,2025-11-30,2026-01-13,0
193,Sucursal BUE-0193,Calle 8400,2,1,5693,1,sucursal193@empresa.local,+54 743 847245,2026-03-19,-37.966433,-64.69136,2026-03-19,2026-05-08,0
194,Sucursal SAL-0194,Calle 2601,43,7,5546,1,sucursal194@empresa.local,+54 185 424960,2025-07-03,-51.47131,-54.581503,2025-07-03,2026-04-04,0
195,Sucursal CAB-0195,Calle 9708,116,24,2083,1,sucursal195@empresa.local,+54 417 832614,2024-11-30,-40.000447,-53.93144,2024-11-30,2026-01-04,0
196,Sucursal BUE-0196,Calle 7528,10,1,1901,1,sucursal196@empresa.local,+54 416 798435,2025-03-20,-30.265808,-58.186836,2025-03-20,2025-05-18,0
197,Sucursal BUE-0197,Calle 2784,5,1,9133,1,sucursal197@empresa.local,+54 455 648410,2025-12-19,-37.448869,-56.549863,2025-12-19,2025-12-21,0
198,Sucursal CÓR-0198,Calle 2034,11,2,1480,1,sucursal198@empresa.local,+54 443 946313,2026-02-06,-40.261614,-62.522916,2026-02-06,2026-04-15,0
199,Sucursal CÓR-0199,Calle 8228,11,2,8457,2,sucursal199@empresa.local,+54 623 477617,2025-10-04,-52.225948,-55.812804,2025-10-04,2025-11-12,1
200,Sucursal BUE-0200,Calle 3842,7,1,9336,1,sucursal200@empresa.local,+54 102 146177,2025-08-10,-26.521952,-72.754239,2025-08-10,2025-10-08,0
201,Sucursal BUE-0201,Calle 679,2,1,7870,1,sucursal201@empresa.local,+54 329 437433,2024-06-02,-46.055578,-54.682905,2024-06-02,2024-12-02,0
202,Sucursal CÓR-0202,Calle 2056,13,2,9225,3,sucursal202@empresa.local,+54 789 155230,2025-08-08,-48.260981,-56.91324,2025-08-08,2026-02-14,0
203,Sucursal CAB-0203,Calle 4725,116,24,6090,2,sucursal203@empresa.local,+54 435 190581,2024-03-11,-36.301075,-72.840617,2024-03-11,2025-06-30,1
204,Sucursal SAN-0204,Calle 7700,25,3,7033,1,sucursal204@empresa.local,+54 705 617326,2025-09-29,-22.070812,-57.482281,2025-09-29,2026-01-31,0
205,Sucursal CHA-0205,Calle 2566,54,9,1104,1,sucursal205@empresa.local,+54 519 125071,2026-03-26,-46.544072,-66.071526,2026-03-26,2026-04-26,0
206,Sucursal CAT-0206,Calle 6264,92,19,6038,3,sucursal206@empresa.local,+54 206 315161,2024-12-09,-37.045936,-68.236648,2024-12-09,2024-12-10,0
207,Sucursal SAN-0207,Calle 4684,21,3,2524,1,sucursal207@empresa.local,+54 144 342716,2024-05-25,-25.286801,-62.604816,2024-05-25,2026-05-23,0
208,Sucursal SAL-0208,Calle 9615,43,7,2565,1,sucursal208@empresa.local,+54 617 239999,2026-02-04,-33.609098,-65.112974,2026-02-04,2026-02-25,0
209,Sucursal SAN-0209,Calle 3979,27,3,5778,1,sucursal209@empresa.local,+54 367 992247,2025-11-09,-43.919715,-56.983664,2025-11-09,2025-12-12,0
210,Sucursal SAL-0210,Calle 4555,43,7,4827,1,sucursal210@empresa.local,+54 176 312559,2024-11-21,-49.644421,-57.597068,2024-11-21,2026-02-27,0
211,Sucursal BUE-0211,Calle 5245,5,1,7660,1,sucursal211@empresa.local,+54 223 661957,2025-04-05,-42.534802,-57.593265,2025-04-05,2025-11-29,0
212,Sucursal CÓR-0212,Calle 1581,19,2,3582,1,sucursal212@empresa.local,+54 926 819380,2026-05-22,-44.265121,-58.905904,2026-05-22,2026-05-29,0
213,Sucursal MEN-0213,Calle 2530,28,4,2494,1,sucursal213@empresa.local,+54 828 360276,2026-05-27,-23.0112,-65.075111,2026-05-27,2026-06-16,0
214,Sucursal BUE-0214,Calle 609,2,1,7625,1,sucursal214@empresa.local,+54 975 574167,2026-04-19,-36.20948,-61.997582,2026-04-19,2026-05-11,0
215,Sucursal BUE-0215,Calle 2089,4,1,1195,1,sucursal215@empresa.local,+54 163 970708,2026-03-23,-29.00928,-68.554237,2026-03-23,2026-04-09,0
216,Sucursal BUE-0216,Calle 1476,8,1,5240,1,sucursal216@empresa.local,+54 932 178629,2025-12-03,-53.302394,-71.710559,2025-12-03,2026-05-13,0
217,Sucursal CAB-0217,Calle 5532,111,24,3007,1,sucursal217@empresa.local,+54 143 583388,2024-05-11,-52.379594,-54.517365,2024-05-11,2024-08-13,0
218,Sucursal CÓR-0218,Calle 6370,18,2,7990,1,sucursal218@empresa.local,+54 276 471136,2025-05-23,-47.129085,-69.256978,2025-05-23,2025-06-07,0
219,Sucursal CÓR-0219,Calle 4126,12,2,5835,2,sucursal219@empresa.local,+54 610 532005,2024-02-05,-25.751086,-63.419381,2024-02-05,2025-10-25,1
220,Sucursal CÓR-0220,Calle 8714,16,2,5082,1,sucursal220@empresa.local,+54 745 941134,2025-10-20,-36.602986,-72.6094,2025-10-20,2026-06-03,0
221,Sucursal CÓR-0221,Calle 8040,16,2,6636,1,sucursal221@empresa.local,+54 679 626797,2025-05-06,-43.708659,-67.591286,2025-05-06,2026-02-08,0
222,Sucursal BUE-0222,Calle 4702,2,1,1959,1,sucursal222@empresa.local,+54 928 594596,2024-01-31,-37.058167,-57.663157,2024-01-31,2026-05-10,0
223,Sucursal CAB-0223,Calle 4051,117,24,5366,2,sucursal223@empresa.local,+54 646 955937,2024-04-12,-28.680409,-58.258797,2024-04-12,2024-12-21,0
224,Sucursal CAB-0224,Calle 5913,114,24,3846,1,sucursal224@empresa.local,+54 280 348041,2026-03-27,-35.039376,-56.875795,2026-03-27,2026-05-15,0
225,Sucursal ENT-0225,Calle 5861,42,6,3328,2,sucursal225@empresa.local,+54 676 297377,2024-01-29,-27.225701,-56.791977,2024-01-29,2026-01-18,0
226,Sucursal SAN-0226,Calle 1020,24,3,4811,1,sucursal226@empresa.local,+54 716 329437,2024-02-08,-53.362304,-63.44022,2024-02-08,2024-05-10,0
227,Sucursal CÓR-0227,Calle 5682,14,2,3907,1,sucursal227@empresa.local,+54 921 985296,2026-04-05,-26.217053,-71.808881,2026-04-05,2026-04-21,0
228,Sucursal BUE-0228,Calle 8722,6,1,6978,1,sucursal228@empresa.local,+54 174 491738,2024-05-25,-31.454784,-59.757209,2024-05-25,2024-09-15,0
229,Sucursal SAN-0229,Calle 2680,27,3,8157,1,sucursal229@empresa.local,+54 910 770318,2024-11-26,-23.258813,-60.016395,2024-11-26,2025-04-14,0
230,Sucursal BUE-0230,Calle 5946,7,1,4657,2,sucursal230@empresa.local,+54 781 717558,2025-12-11,-27.937464,-65.432318,2025-12-11,2026-05-17,0
231,Sucursal CÓR-0231,Calle 9485,12,2,7415,1,sucursal231@empresa.local,+54 971 908274,2024-01-02,-23.114114,-72.352345,2024-01-02,2025-12-20,0
232,Sucursal MEN-0232,Calle 9365,28,4,2705,2,sucursal232@empresa.local,+54 608 247475,2025-09-18,-43.40261,-71.443867,2025-09-18,2026-01-09,1
233,Sucursal CÓR-0233,Calle 5600,13,2,8317,1,sucursal233@empresa.local,+54 111 378095,2024-03-31,-47.290103,-59.136478,2024-03-31,2026-03-26,0
234,Sucursal CÓR-0234,Calle 888,15,2,7323,3,sucursal234@empresa.local,+54 548 868170,2026-01-07,-40.571097,-69.673231,2026-01-07,2026-01-07,0
235,Sucursal CÓR-0235,Calle 1761,18,2,8855,2,sucursal235@empresa.local,+54 907 706135,2024-12-25,-33.168974,-59.256792,2024-12-25,2026-01-13,1
236,Sucursal BUE-0236,Calle 5321,3,1,5278,3,sucursal236@empresa.local,+54 207 177804,2024-10-28,-43.062138,-55.241375,2024-10-28,2024-11-17,0
237,Sucursal BUE-0237,Calle 9832,7,1,8909,1,sucursal237@empresa.local,+54 821 132498,2024-04-05,-40.197653,-59.927296,2024-04-05,2025-03-17,0
238,Sucursal MEN-0238,Calle 5524,28,4,4367,1,sucursal238@empresa.local,+54 294 529161,2024-02-24,-31.689705,-58.559238,2024-02-24,2024-06-06,0
239,Sucursal CHA-0239,Calle 3991,53,9,2571,1,sucursal239@empresa.local,+54 150 511987,2024-10-15,-35.703366,-56.20291,2024-10-15,2025-08-15,0
240,Sucursal BUE-0240,Calle 4925,7,1,8869,1,sucursal240@empresa.local,+54 304 201698,2025-03-13,-53.176458,-69.583356,2025-03-13,2025-04-26,0
241,Sucursal CÓR-0241,Calle 5152,12,2,7512,1,sucursal241@empresa.local,+54 582 612855,2026-05-14,-25.363921,-67.699912,2026-05-14,2026-05-21,0
242,Sucursal MEN-0242,Calle 6152,31,4,4056,1,sucursal242@empresa.local,+54 556 146784,2025-01-14,-45.574529,-63.698841,2025-01-14,2026-02-08,0
243,Sucursal BUE-0243,Calle 1684,9,1,2404,1,sucursal243@empresa.local,+54 784 460491,2024-03-04,-28.138235,-64.720267,2024-03-04,2024-08-05,0
244,Sucursal SAN-0244,Calle 8661,63,12,7858,1,sucursal244@empresa.local,+54 648 820442,2024-03-03,-26.259392,-63.503512,2024-03-03,2025-04-03,0
245,Sucursal TIE-0245,Calle 668,107,23,9226,1,sucursal245@empresa.local,+54 684 641922,2024-03-21,-28.385589,-59.449302,2024-03-21,2025-04-29,0
246,Sucursal MEN-0246,Calle 2932,29,4,3738,1,sucursal246@empresa.local,+54 316 947732,2026-02-14,-47.832765,-72.146482,2026-02-14,2026-06-08,0
247,Sucursal BUE-0247,Calle 2522,4,1,5225,1,sucursal247@empresa.local,+54 427 862422,2024-07-25,-24.746434,-71.659761,2024-07-25,2026-04-28,0
248,Sucursal CÓR-0248,Calle 8614,16,2,8506,1,sucursal248@empresa.local,+54 994 112964,2024-11-29,-28.83038,-60.538841,2024-11-29,2025-09-07,0
249,Sucursal SAN-0249,Calle 2528,23,3,2641,1,sucursal249@empresa.local,+54 208 690016,2025-02-28,-29.05457,-57.285087,2025-02-28,2025-05-15,0
250,Sucursal LA -0250,Calle 4427,102,21,7275,2,sucursal250@empresa.local,+54 770 609172,2026-06-17,-35.695256,-63.539068,2026-06-17,2026-06-23,1
251,Sucursal CÓR-0251,Calle 6681,17,2,1635,1,sucursal251@empresa.local,+54 505 447596,2025-11-28,-31.90356,-72.01418,2025-11-28,2026-05-24,0
252,Sucursal CÓR-0252,Calle 5635,20,2,5965,1,sucursal252@empresa.local,+54 418 393964,2025-01-16,-27.02891,-55.835304,2025-01-16,2025-02-05,0
253,Sucursal TUC-0253,Calle 5023,37,5,8259,2,sucursal253@empresa.local,+54 892 965938,2024-08-21,-43.732214,-58.424012,2024-08-21,2025-01-05,0
254,Sucursal BUE-0254,Calle 8037,4,1,9462,1,sucursal254@empresa.local,+54 988 492073,2026-04-23,-27.727443,-62.694606,2026-04-23,2026-06-14,0
255,Sucursal BUE-0255,Calle 2322,7,1,9589,1,sucursal255@empresa.local,+54 682 130354,2025-06-02,-48.440405,-55.496389,2025-06-02,2025-12-25,0
256,Sucursal BUE-0256,Calle 928,8,1,6904,1,sucursal256@empresa.local,+54 821 308781,2024-02-03,-45.23272,-56.529874,2024-02-03,2025-05-15,0
257,Sucursal SAN-0257,Calle 600,22,3,4963,1,sucursal257@empresa.local,+54 481 612530,2024-05-06,-34.990605,-69.448326,2024-05-06,2026-04-03,0
258,Sucursal SAN-0258,Calle 2779,103,22,5237,1,sucursal258@empresa.local,+54 866 971230,2024-12-24,-31.956783,-67.298612,2024-12-24,2025-12-11,0
259,Sucursal CÓR-0259,Calle 3726,16,2,4688,1,sucursal259@empresa.local,+54 793 316773,2025-08-08,-45.389325,-64.809856,2025-08-08,2025-11-25,0
260,Sucursal BUE-0260,Calle 245,1,1,8767,3,sucursal260@empresa.local,+54 235 778818,2026-02-24,-48.457579,-56.982704,2026-02-24,2026-05-22,0
261,Sucursal BUE-0261,Calle 7043,9,1,7168,1,sucursal261@empresa.local,+54 972 465648,2024-11-08,-39.312063,-68.635819,2024-11-08,2025-08-16,0
262,Sucursal CÓR-0262,Calle 9676,13,2,2676,1,sucursal262@empresa.local,+54 107 636361,2025-09-30,-22.01826,-53.670291,2025-09-30,2026-04-21,0
263,Sucursal CAT-0263,Calle 4990,92,19,2771,1,sucursal263@empresa.local,+54 593 166938,2025-08-31,-43.238923,-67.470335,2025-08-31,2026-01-22,0
264,Sucursal CÓR-0264,Calle 4995,14,2,4086,1,sucursal264@empresa.local,+54 253 642421,2025-11-02,-29.50482,-55.006259,2025-11-02,2026-05-03,0
265,Sucursal FOR-0265,Calle 5336,80,16,3292,3,sucursal265@empresa.local,+54 838 126691,2025-09-06,-33.027182,-53.050618,2025-09-06,2026-03-31,0
266,Sucursal CÓR-0266,Calle 9652,11,2,4111,1,sucursal266@empresa.local,+54 451 861842,2025-02-01,-31.172183,-59.273638,2025-02-01,2025-03-09,0
267,Sucursal MEN-0267,Calle 8411,31,4,5918,1,sucursal267@empresa.local,+54 965 278243,2025-11-18,-27.099562,-55.470104,2025-11-18,2026-02-17,0
268,Sucursal BUE-0268,Calle 4337,8,1,3999,1,sucursal268@empresa.local,+54 796 451936,2024-05-11,-33.058091,-68.55493,2024-05-11,2026-06-08,0
269,Sucursal BUE-0269,Calle 5528,9,1,7089,3,sucursal269@empresa.local,+54 366 714015,2025-03-06,-44.590364,-55.975722,2025-03-06,2026-04-13,0
270,Sucursal CÓR-0270,Calle 1266,20,2,8736,3,sucursal270@empresa.local,+54 299 624788,2025-08-20,-50.16589,-59.386045,2025-08-20,2026-06-13,0
271,Sucursal SAN-0271,Calle 2350,23,3,4281,1,sucursal271@empresa.local,+54 450 529068,2026-06-10,-22.409869,-55.143098,2026-06-10,2026-06-14,0
272,Sucursal CAB-0272,Calle 3054,117,24,2324,1,sucursal272@empresa.local,+54 599 448787,2026-06-02,-33.806951,-69.463515,2026-06-02,2026-06-24,0
273,Sucursal MEN-0273,Calle 2862,31,4,3595,1,sucursal273@empresa.local,+54 601 923353,2024-10-07,-29.565787,-71.239173,2024-10-07,2025-05-09,0
274,Sucursal MEN-0274,Calle 7921,29,4,7280,1,sucursal274@empresa.local,+54 104 139557,2025-02-17,-36.918957,-58.386819,2025-02-17,2025-09-24,0
275,Sucursal CAB-0275,Calle 3222,114,24,1293,2,sucursal275@empresa.local,+54 792 104324,2026-02-14,-33.946018,-68.023538,2026-02-14,2026-06-29,0
276,Sucursal CÓR-0276,Calle 9744,15,2,6015,1,sucursal276@empresa.local,+54 271 168458,2025-01-27,-27.636997,-67.035955,2025-01-27,2026-06-26,0
277,Sucursal CÓR-0277,Calle 5635,12,2,8105,1,sucursal277@empresa.local,+54 803 240288,2025-09-02,-43.032549,-54.972324,2025-09-02,2026-05-28,0
278,Sucursal CÓR-0278,Calle 413,15,2,4742,1,sucursal278@empresa.local,+54 329 862491,2026-04-11,-22.483855,-68.776195,2026-04-11,2026-06-01,0
279,Sucursal BUE-0279,Calle 712,1,1,7147,1,sucursal279@empresa.local,+54 997 771425,2024-05-06,-45.814746,-62.305331,2024-05-06,2025-05-16,0
280,Sucursal BUE-0280,Calle 423,2,1,1790,2,sucursal280@empresa.local,+54 806 221414,2025-11-08,-40.663182,-65.394925,2025-11-08,2025-12-05,0
281,Sucursal CÓR-0281,Calle 252,20,2,5933,1,sucursal281@empresa.local,+54 530 793805,2025-12-12,-50.768645,-62.593815,2025-12-12,2026-06-05,0
282,Sucursal MEN-0282,Calle 1818,30,4,9381,1,sucursal282@empresa.local,+54 836 747703,2025-03-04,-50.232494,-70.719749,2025-03-04,2026-05-03,0
283,Sucursal BUE-0283,Calle 8671,5,1,4304,1,sucursal283@empresa.local,+54 466 837606,2024-07-23,-40.887801,-69.792528,2024-07-23,2025-04-18,0
284,Sucursal SAN-0284,Calle 5516,25,3,4842,2,sucursal284@empresa.local,+54 102 113368,2025-12-05,-32.50774,-54.862399,2025-12-05,2026-04-07,0
285,Sucursal MEN-0285,Calle 8483,34,4,2229,1,sucursal285@empresa.local,+54 840 858724,2024-04-02,-50.758705,-67.882158,2024-04-02,2026-06-09,0
286,Sucursal BUE-0286,Calle 7706,10,1,1820,2,sucursal286@empresa.local,+54 202 952679,2024-10-30,-48.409542,-72.21111,2024-10-30,2025-07-27,1
287,Sucursal FOR-0287,Calle 1656,79,16,1751,1,sucursal287@empresa.local,+54 109 993385,2026-01-26,-49.571378,-60.056027,2026-01-26,2026-02-24,0
288,Sucursal CÓR-0288,Calle 1622,14,2,7105,2,sucursal288@empresa.local,+54 934 459370,2025-09-28,-48.148179,-64.98445,2025-09-28,2026-02-12,0
289,Sucursal CÓR-0289,Calle 7009,11,2,3732,1,sucursal289@empresa.local,+54 215 238948,2026-05-21,-31.722564,-71.827072,2026-05-21,2026-06-20,0
290,Sucursal CAB-0290,Calle 9778,114,24,8908,1,sucursal290@empresa.local,+54 921 696580,2025-03-02,-32.29142,-69.374789,2025-03-02,2026-06-11,0
291,Sucursal CÓR-0291,Calle 2240,16,2,8914,1,sucursal291@empresa.local,+54 599 218423,2024-01-30,-25.596994,-64.186242,2024-01-30,2025-12-30,0
292,Sucursal BUE-0292,Calle 8698,3,1,4669,1,sucursal292@empresa.local,+54 785 454733,2024-01-13,-37.38881,-59.235167,2024-01-13,2026-01-03,0
293,Sucursal MEN-0293,Calle 7995,29,4,6664,1,sucursal293@empresa.local,+54 779 809147,2026-01-14,-33.475058,-70.026911,2026-01-14,2026-03-18,0
294,Sucursal SAN-0294,Calle 290,87,18,3571,2,sucursal294@empresa.local,+54 617 990079,2025-09-19,-38.982754,-63.083301,2025-09-19,2025-10-16,1
295,Sucursal SAN-0295,Calle 924,61,11,9305,1,sucursal295@empresa.local,+54 328 677236,2024-12-04,-33.413846,-64.93446,2024-12-04,2025-09-14,0
296,Sucursal BUE-0296,Calle 7441,10,1,2442,1,sucursal296@empresa.local,+54 977 622669,2026-03-31,-39.69382,-70.625863,2026-03-31,2026-06-12,0
297,Sucursal SAN-0297,Calle 6855,22,3,1587,1,sucursal297@empresa.local,+54 670 675771,2024-04-15,-53.994569,-71.182089,2024-04-15,2025-06-02,0
298,Sucursal MEN-0298,Calle 9313,28,4,4389,1,sucursal298@empresa.local,+54 770 804091,2024-11-07,-39.401346,-66.182916,2024-11-07,2026-04-11,0
299,Sucursal SAN-0299,Calle 5539,87,18,8751,3,sucursal299@empresa.local,+54 833 789089,2026-05-14,-42.374574,-63.949351,2026-05-14,2026-06-12,0
300,Sucursal BUE-0300,Calle 5918,4,1,5783,1,sucursal300@empresa.local,+54 660 647341,2024-01-03,-42.035508,-70.873555,2024-01-03,2024-12-17,0
301,Sucursal CAB-0301,Calle 1852,111,24,5166,1,sucursal301@empresa.local,+54 725 305438,2026-04-21,-47.998611,-54.395675,2026-04-21,2026-06-12,0
302,Sucursal CÓR-0302,Calle 5636,17,2,2765,1,sucursal302@empresa.local,+54 875 534603,2026-03-11,-52.511988,-60.335191,2026-03-11,2026-04-04,0
303,Sucursal MEN-0303,Calle 9755,34,4,9260,1,sucursal303@empresa.local,+54 237 623059,2025-04-06,-53.861196,-58.275721,2025-04-06,2025-11-26,0
304,Sucursal SAN-0304,Calle 8428,25,3,3903,1,sucursal304@empresa.local,+54 808 706658,2025-08-22,-48.443191,-56.695117,2025-08-22,2026-04-26,0
305,Sucursal BUE-0305,Calle 8359,5,1,7302,1,sucursal305@empresa.local,+54 528 738576,2025-09-12,-24.690872,-57.752507,2025-09-12,2026-02-23,0
306,Sucursal CÓR-0306,Calle 2285,11,2,3263,2,sucursal306@empresa.local,+54 522 731792,2024-10-28,-31.599543,-58.031463,2024-10-28,2026-02-03,1
307,Sucursal SAL-0307,Calle 3660,43,7,4291,3,sucursal307@empresa.local,+54 314 754487,2025-12-29,-31.139695,-59.267774,2025-12-29,2026-05-19,0
308,Sucursal CAB-0308,Calle 3013,112,24,9255,1,sucursal308@empresa.local,+54 655 828038,2025-12-28,-33.619922,-58.792945,2025-12-28,2026-06-12,0
309,Sucursal SAN-0309,Calle 6939,64,12,9747,1,sucursal309@empresa.local,+54 392 988459,2025-08-19,-40.483636,-72.74459,2025-08-19,2026-06-07,0
310,Sucursal BUE-0310,Calle 1027,5,1,4275,1,sucursal310@empresa.local,+54 373 886626,2024-02-24,-28.86297,-53.329352,2024-02-24,2026-01-10,0
311,Sucursal TUC-0311,Calle 4935,37,5,4342,1,sucursal311@empresa.local,+54 871 667460,2024-03-04,-52.966196,-56.719476,2024-03-04,2026-02-09,0
312,Sucursal BUE-0312,Calle 3775,5,1,7371,3,sucursal312@empresa.local,+54 343 635740,2026-01-27,-28.90217,-57.023565,2026-01-27,2026-06-19,0
313,Sucursal CÓR-0313,Calle 6925,12,2,6122,1,sucursal313@empresa.local,+54 665 156415,2025-01-25,-53.585112,-67.973177,2025-01-25,2026-02-25,0
314,Sucursal MEN-0314,Calle 3795,29,4,7025,3,sucursal314@empresa.local,+54 873 716966,2026-06-10,-36.508316,-60.93226,2026-06-10,2026-06-24,0
315,Sucursal JUJ-0315,Calle 3006,70,13,2220,2,sucursal315@empresa.local,+54 291 282237,2024-10-28,-30.477456,-70.612924,2024-10-28,2026-01-30,1
316,Sucursal CÓR-0316,Calle 4278,12,2,1092,1,sucursal316@empresa.local,+54 438 588983,2024-06-13,-31.289943,-69.903886,2024-06-13,2026-02-01,0
317,Sucursal BUE-0317,Calle 5034,7,1,9037,1,sucursal317@empresa.local,+54 908 700495,2024-02-22,-36.394874,-71.542384,2024-02-22,2026-04-24,0
318,Sucursal SAL-0318,Calle 1217,45,7,9276,1,sucursal318@empresa.local,+54 263 536135,2024-07-07,-36.621435,-64.931659,2024-07-07,2025-12-22,0
319,Sucursal CÓR-0319,Calle 5524,15,2,6911,2,sucursal319@empresa.local,+54 400 329056,2025-11-10,-23.590135,-60.634388,2025-11-10,2026-02-02,0
320,Sucursal SAN-0320,Calle 1979,25,3,6668,1,sucursal320@empresa.local,+54 556 352023,2025-10-26,-25.056113,-60.725978,2025-10-26,2025-10-28,0
321,Sucursal MEN-0321,Calle 6348,30,4,2857,2,sucursal321@empresa.local,+54 495 369054,2025-11-29,-36.712406,-67.34342,2025-11-29,2026-02-19,0
322,Sucursal CHU-0322,Calle 7400,86,17,8975,1,sucursal322@empresa.local,+54 144 410833,2026-04-02,-25.254989,-69.149752,2026-04-02,2026-06-06,0
323,Sucursal SAN-0323,Calle 8836,23,3,1120,2,sucursal323@empresa.local,+54 741 168652,2024-06-20,-47.254993,-60.40971,2024-06-20,2025-12-22,1
324,Sucursal TUC-0324,Calle 7230,37,5,2181,3,sucursal324@empresa.local,+54 864 819368,2024-07-29,-49.079854,-63.815495,2024-07-29,2026-01-30,0
325,Sucursal CÓR-0325,Calle 4227,14,2,2154,1,sucursal325@empresa.local,+54 688 961530,2024-02-25,-46.71534,-67.827041,2024-02-25,2024-08-25,0
